Respondent ID: Respondent ID,Language: Language,Q1: What is your age?,Q48: What best describes your location?,Q2 Recoded: What is your preferred language?,Q3: How well can you read and write in English?,Q4: Has the general preference for use of English in open source negatively affected your ability to participate?,Q28: Which best describes your employment (paid work) status?,"Q29: In your main job, how often do you contribute to open source communities?","Q44: Do you identify as a person with a dis/ability? For the purpose of this survey we define dis/ability as a long-term physical, mental, intellectual, or sensory impairment which, in interaction with various attitudinal and environmental barriers, hinders your full and effective participation in society on an equal basis with others.","Q49_01: With which racial background(s) do you identify? If multiracial, check all that apply. Asian","Q49_02: With which racial background(s) do you identify? If multiracial, check all that apply. Black","Q49_03: With which racial background(s) do you identify? If multiracial, check all that apply. Hispanic/Latinx","Q49_04: With which racial background(s) do you identify? If multiracial, check all that apply. Native or Indigenous","Q49_05: With which racial background(s) do you identify? If multiracial, check all that apply. Pacific Islander","Q49_06: With which racial background(s) do you identify? If multiracial, check all that apply. White","Q49_07: With which racial background(s) do you identify? If multiracial, check all that apply. Prefer not to answer","Q49_08_None of above the above: With which racial background(s) do you identify? If multiracial, check all that apply. None of the above",Q50_01: What is your gender? Woman,Q50_02: What is your gender? Man,Q50_03: What is your gender? Non-binary / third gender,Q50_04: What is your gender? Prefer not to answer,Q50_05: What is your gender? Other,"Q51: Do you consider yourself to be gender non-conforming, gender diverse, gender variant, or gender expansive?",Q52: Do you consider yourself to be transgender?,Q53_01: What is your sexual orientation? (check all that apply)? Asexual,Q53_02: What is your sexual orientation? (check all that apply)? Bisexual,Q53_03: What is your sexual orientation? (check all that apply)? Gay,Q53_04: What is your sexual orientation? (check all that apply)? Heterosexual or straight,Q53_05: What is your sexual orientation? (check all that apply)? Questioning,Q53_06: What is your sexual orientation? (check all that apply)? Lesbian,Q53_07: What is your sexual orientation? (check all that apply)? Pansexual,Q53_08: What is your sexual orientation? (check all that apply)? Queer,Q53_09: What is your sexual orientation? (check all that apply)? Prefer not to answer,Q53_None_of_the_above: What is your sexual orientation? (check all that apply)? None of the above
12829559242,English,35 to 44 years,Central Asia,English,Very well,No,Employed full time,Rarely,"Yes, I identify as a person with a dis/ability",,,,,,,,,,Man,,,,No,No,,,,,,,,,Prefer not to answer,
12829563591,English,18 to 24 years,Central Asia,English,Moderately well,No,Other,,No,,,,,,,,,,Man,,,,No,No,Asexual,,,,,,,,,
12829604368,English,25 to 34 years,Central Asia,English,Very well,Prefer not to say,Self-Employed full or part time,Never,No,,,,,,,,,,Man,,,,No,No,,,,,,,,,Prefer not to answer,
12829605244,English,25 to 34 years,Central Asia,English,Not very well,Yes,Employed part time,Never,No,,,,,,,,,,Man,,,,Prefer not to answer,Prefer not to answer,,,,,,,,,Prefer not to answer,
12829609723,English,35 to 44 years,Central Asia,English,Moderately well,No,,Rarely,No,,,,,,,,,,Man,,,,,,,,,,,,,,,
12829628440,English,55 to 64 years,Central Asia,All other answers,Very well,No,Retired,,No,,,,,,,,,,Man,,,,Yes,No,,,,Heterosexual or straight,,,,,,
12829645859,English,25 to 34 years,Central Asia,English,Very well,No,Temporarily not working,,No,,,,,,,,,,Man,,,,,,,,,Heterosexual or straight,,,,,,
12829686197,English,18 to 24 years,Central Asia,German,Moderately well,No,Self-Employed full or part time,Never,"Yes, I identify as a person with a dis/ability",,,,,,,,,,Man,,,,No,No,,,,Heterosexual or straight,,,,,,
12829689522,English,35 to 44 years,Central Asia,English,Very well,No,Employed full time,Never,No,,,,,,,,,,Man,,,,No,No,,,,Heterosexual or straight,,,,,,
12829690481,English,18 to 24 years,Central Asia,English,Very well,No,Employed full time,Never,No,,,,,,,,,Woman,,,,,No,No,,,,,,,,,Prefer not to answer,
12829931178,English,18 to 24 years,Central Asia,,Very well,No,Full-time university student,,No,,,,,,,,,,Man,,,,Prefer not to answer,No,Asexual,,,,,,,,,
12830057210,English,25 to 34 years,Central Asia,All other answers,Moderately well,Yes,Employed full time,Never,No,,,,,,,,,,Man,,,,Prefer not to answer,No,Asexual,Bisexual,,,,,,,,
12830591468,English,18 to 24 years,Central Asia,English,Very well,No,Full-time university student,,No,,,,,,,,,,Man,,,,No,No,,,,Heterosexual or straight,,,,,,
12830758744,English,25 to 34 years,Central Asia,English,Moderately well,No,Employed full time,Occasionally,No,,,,,,,,,,Man,,,,No,No,,,,Heterosexual or straight,,,,,,
12831551852,English,18 to 24 years,Central Asia,English,Very well,Yes,Employed part time,Never,"Yes, I identify as a person with a dis/ability",,,,,,,,,,Man,,,,No,No,,,,Heterosexual or straight,,,,,,
12833395853,English,25 to 34 years,Central Asia,English,Very well,No,Employed full time,Rarely,No,,,,,,,,,,Man,,,,Prefer not to answer,No,,,,,,,,,Prefer not to answer,
12834586016,English,25 to 34 years,Central Asia,English,Moderately well,No,Employed full time,Never,No,,,,,,,,,Woman,,,,,No,No,,,,,,,,,Prefer not to answer,
12838947388,English,18 to 24 years,Central Asia,English,Very well,No,Full-time university student,,No,,,,,,,,,,Man,,,,No,No,,,,,,,,,,
12826214086,English,25 to 34 years,East Asia and the Pacific Islands,English,Moderately well,No,Employed full time,Rarely,No,,,,,,,,,,Man,,,,No,No,,,,Heterosexual or straight,,,,,,
12826610162,English,45 to 54 years,East Asia and the Pacific Islands,All other answers,Moderately well,No,Self-Employed full or part time,Occasionally,No,,,,,,,,,,Man,,,,Prefer not to answer,No,,,,Heterosexual or straight,,,,,,
12826827599,English,18 to 24 years,East Asia and the Pacific Islands,Spanish,Very well,No,Full-time university student,,"Yes, I identify as a person with a dis/ability",,,,,,,,,,,Non-binary / third gender,,,Yes,No,,,,,Questioning,,,,,
12829580658,English,18 to 24 years,East Asia and the Pacific Islands,All other answers,Very well,No,Temporarily not working,,"Yes, I identify as a person with a dis/ability",,,,,,,,,,Man,,,,No,No,,,,Heterosexual or straight,,,,,,
12829594573,English,35 to 44 years,East Asia and the Pacific Islands,English,Very well,No,Employed full time,Occasionally,No,,,,,,,,,,Man,,,,No,No,,,,Heterosexual or straight,,,,,,
12829604999,English,35 to 44 years,East Asia and the Pacific Islands,English,Moderately well,No,Employed full time,Rarely,No,,,,,,,,,,Man,,,,No,No,,,,,Questioning,,,,,
12829667641,English,25 to 34 years,East Asia and the Pacific Islands,English,Moderately well,No,Employed full time,Frequently,No,,,,,,,,,,Man,,,,No,No,,,,Heterosexual or straight,,,,,,
12829801205,English,18 to 24 years,East Asia and the Pacific Islands,,Very well,No,Employed full time,Rarely,No,,,,,,,,,,Man,,,,No,No,Asexual,,,,,,,,,
12829801750,English,45 to 54 years,East Asia and the Pacific Islands,English,Very well,No,Employed full time,Frequently,No,,,,,,,,,,Man,,,,No,No,,,,Heterosexual or straight,,,,,,
12829898560,English,35 to 44 years,East Asia and the Pacific Islands,English,Moderately well,No,Employed full time,Rarely,No,,,,,,,,,,Man,,,,Prefer not to answer,No,,,,,,,,,Prefer not to answer,
12830200571,English,45 to 54 years,East Asia and the Pacific Islands,English,Very well,No,Employed full time,Rarely,No,,,,,,,,,,Man,,,,No,No,,,,Heterosexual or straight,,,,,,
12830217184,English,18 to 24 years,East Asia and the Pacific Islands,English,Not very well,No,Employed full time,Frequently,No,,,,,,,,,,Man,,,,No,No,,,,Heterosexual or straight,,,,,,
12830239127,English,35 to 44 years,East Asia and the Pacific Islands,All other answers,Moderately well,Yes,Employed full time,Occasionally,"Yes, I identify as a person with a dis/ability",,,,,,,,,,Man,,,,Prefer not to answer,Prefer not to answer,,,,,,,,,Prefer not to answer,
12830260447,English,35 to 44 years,East Asia and the Pacific Islands,All other answers,Not very well,Yes,Self-Employed full or part time,Rarely,"Yes, I identify as a person with a dis/ability",,,,,,,,,,Man,,,,Yes,No,Asexual,,,,,,,,,
12830315596,English,45 to 54 years,East Asia and the Pacific Islands,All other answers,Moderately well,No,Employed full time,Rarely,No,,,,,,,,,,Man,,,,No,No,Asexual,,,,,,,,,
12830373044,English,45 to 54 years,East Asia and the Pacific Islands,All other answers,Moderately well,Yes,Self-Employed full or part time,Rarely,No,,,,,,,,,,Man,,,,No,No,,,,Heterosexual or straight,,,,,,
12830385143,English,45 to 54 years,East Asia and the Pacific Islands,English,Very well,No,Employed full time,Occasionally,No,,,,,,,,,,Man,,,,No,No,,,,Heterosexual or straight,,,,,,
12830427570,English,55 to 64 years,East Asia and the Pacific Islands,English,Very well,No,Employed full time,Occasionally,No,,,,,,,,,,Man,,,,No,No,,,,Heterosexual or straight,,,,,,
12830492919,English,25 to 34 years,East Asia and the Pacific Islands,English,Very well,No,Employed full time,Rarely,No,,,,,,,,,,Man,,,,No,No,,,,Heterosexual or straight,,,,,,
12830501088,English,35 to 44 years,East Asia and the Pacific Islands,,Moderately well,Yes,Employed full time,Never,"Yes, I identify as a person with a dis/ability",,,,,,,,,Woman,,,,,Questioning,Prefer not to answer,,,,,,,,,Prefer not to answer,
12830575345,English,35 to 44 years,East Asia and the Pacific Islands,English,Moderately well,No,Employed full time,Rarely,No,,,,,,,,,,Man,,,,No,No,,,,,,,,,Prefer not to answer,
12830582971,English,35 to 44 years,East Asia and the Pacific Islands,English,Moderately well,No,Employed full time,Frequently,No,,,,,,,,,,Man,,,,No,No,,,,,,,,,Prefer not to answer,
12830584088,English,75 years or older,East Asia and the Pacific Islands,English,Very well,No,Retired,,No,,,,,,,,,,Man,,,,Prefer not to answer,No,,,,,,,,,,None of the above
12830610579,English,35 to 44 years,East Asia and the Pacific Islands,English,Moderately well,No,Self-Employed full or part time,Never,No,,,,,,,,,,Man,,,,No,No,,,,Heterosexual or straight,,,,,,
12830611370,English,65 to 74 years,East Asia and the Pacific Islands,English,Very well,No,Employed part time,Rarely,No,,,,,,,,,,Man,,,,No,No,,,,Heterosexual or straight,,,,,,
12830613482,English,25 to 34 years,East Asia and the Pacific Islands,English,Moderately well,No,Temporarily not working,,No,,,,,,,,,,Man,,,,,No,,,,Heterosexual or straight,,,,,,
12830702551,English,35 to 44 years,East Asia and the Pacific Islands,All other answers,Not very well,Yes,Employed part time,Rarely,"Yes, I identify as a person with a dis/ability",,,,,,,,,Woman,,,,,No,No,,,,,,,,,Prefer not to answer,
12830703601,English,25 to 34 years,East Asia and the Pacific Islands,English,Very well,No,Employed full time,Rarely,No,,,,,,,,,,Man,,,,Yes,No,,,,Heterosexual or straight,,,,,,
12830712100,English,45 to 54 years,East Asia and the Pacific Islands,All other answers,Not very well,Yes,Employed part time,Occasionally,No,,,,,,,,,,Man,,,,No,No,Asexual,,,,,,,,,
12830716604,English,25 to 34 years,East Asia and the Pacific Islands,All other answers,Moderately well,No,Employed full time,Rarely,No,,,,,,,,,,Man,,,,No,No,Asexual,,,,,,,,,
12830802184,English,45 to 54 years,East Asia and the Pacific Islands,All other answers,Moderately well,Yes,Employed part time,Rarely,No,,,,,,,,,,Man,,,,No,No,,,,Heterosexual or straight,,,,,,
12830841926,English,35 to 44 years,East Asia and the Pacific Islands,English,Very well,No,Employed full time,Occasionally,No,,,,,,,,,,Man,,,,Yes,No,,,,Heterosexual or straight,,,,,,
12830845063,English,25 to 34 years,East Asia and the Pacific Islands,English,Moderately well,Yes,Employed full time,Rarely,"Yes, I identify as a person with a dis/ability",,,,,,,,,,Man,,,,Yes,No,Asexual,Bisexual,,,,,,,,
12830852186,English,18 to 24 years,East Asia and the Pacific Islands,English,Very well,No,Self-Employed full or part time,Rarely,No,,,,,,,,,,Man,,,,No,No,,,,Heterosexual or straight,,,,,,
12830852725,English,25 to 34 years,East Asia and the Pacific Islands,English,Very well,No,Employed full time,Never,No,,,,,,,,,,Man,,,,No,No,,,,Heterosexual or straight,,,,,,
12830856094,English,Prefer not to say,East Asia and the Pacific Islands,Spanish,Very well,No,Employed full time,Frequently,No,,,,,,,,,,Man,,,,Prefer not to answer,No,,,,Heterosexual or straight,,,,,,
12830860256,English,25 to 34 years,East Asia and the Pacific Islands,English,Very well,No,Employed full time,Never,No,,,,,,,,,,Man,,,,No,No,,,,Heterosexual or straight,,,,,,
12830925229,English,35 to 44 years,East Asia and the Pacific Islands,All other answers,Very well,No,Employed full time,Rarely,No,,,,,,,,,Woman,,,,,No,No,,,,Heterosexual or straight,,,,,,
12830930229,English,55 to 64 years,East Asia and the Pacific Islands,English,Very well,No,Employed full time,Rarely,No,,,,,,,,,,Man,,,,Yes,No,,,,Heterosexual or straight,,,,,,
12830955899,English,35 to 44 years,East Asia and the Pacific Islands,All other answers,Not very well,Yes,Employed full time,Occasionally,"Yes, I identify as a person with a dis/ability",,,,,,,,,,Man,,,,No,No,,,,,,,,,Prefer not to answer,
12830999302,English,35 to 44 years,East Asia and the Pacific Islands,All other answers,Very well,No,Employed full time,Occasionally,No,,,,,,,,,,Man,,,,Prefer not to answer,No,,,,,,,,,Prefer not to answer,
12831023640,English,25 to 34 years,East Asia and the Pacific Islands,All other answers,Not very well,Prefer not to say,Full-time university student,,"Yes, I identify as a person with a dis/ability",,,,,,,,,,Man,,,,No,No,,,,Heterosexual or straight,,,,,,
12831034881,English,35 to 44 years,East Asia and the Pacific Islands,English,Very well,No,Self-Employed full or part time,Occasionally,No,,,,,,,,,Woman,,,,,Prefer not to answer,No,,,,,,,,,Prefer not to answer,
12831074304,English,35 to 44 years,East Asia and the Pacific Islands,All other answers,Moderately well,No,Employed full time,Never,No,,,,,,,,,Woman,,,,,No,No,,,,Heterosexual or straight,,,,,,
12831121118,English,45 to 54 years,East Asia and the Pacific Islands,English,Moderately well,No,Other,,No,,,,,,,,,,Man,,,,No,No,,,,Heterosexual or straight,,,,,,
12831693287,English,35 to 44 years,East Asia and the Pacific Islands,English,Very well,Yes,Employed full time,Never,"Yes, I identify as a person with a dis/ability",,,,,,,,,,Man,,,,Yes,Yes,,,,Heterosexual or straight,,,,,,
12832373863,English,35 to 44 years,East Asia and the Pacific Islands,All other answers,Moderately well,No,Employed full time,Occasionally,No,,,,,,,,,,Man,,,,No,No,,,,Heterosexual or straight,,,,,,
12832908254,English,45 to 54 years,East Asia and the Pacific Islands,,Moderately well,Yes,Employed full time,Rarely,"Yes, I identify as a person with a dis/ability",,,,,,,,,,Man,,,,Prefer not to answer,No,,,,Heterosexual or straight,,,,,,
12833146313,English,18 to 24 years,East Asia and the Pacific Islands,English,Very well,No,Employed part time,Rarely,No,,,,,,,,,,Man,,,,No,No,,,,Heterosexual or straight,,,,,,
12833345587,English,25 to 34 years,East Asia and the Pacific Islands,English,Very well,No,Employed full time,Occasionally,No,,,,,,,,,Woman,,,,,Prefer not to answer,No,,,Gay,,,,,,,
12833535917,English,35 to 44 years,East Asia and the Pacific Islands,All other answers,Not very well,No,Temporarily not working,,No,,,,,,,,,,Man,,,,No,No,Asexual,,,,,,,,,
12833708874,English,55 to 64 years,East Asia and the Pacific Islands,All other answers,Very well,No,Retired,,No,,,,,,,,,,Man,,,,No,No,,,,,,,,,,
12834012913,English,25 to 34 years,East Asia and the Pacific Islands,All other answers,Moderately well,Yes,Temporarily not working,,"Yes, I identify as a person with a dis/ability",,,,,,,,,,Man,,,,Yes,Yes,,,,Heterosexual or straight,,,,,,
12835789915,English,45 to 54 years,East Asia and the Pacific Islands,English,Very well,No,Employed full time,Never,"Yes, I identify as a person with a dis/ability",,,,,,,,,,Man,,,,No,No,,,,Heterosexual or straight,,,,,,
12835921013,English,25 to 34 years,East Asia and the Pacific Islands,English,Moderately well,Yes,Employed full time,Never,No,,,,,,,,,Woman,,,,,Prefer not to answer,No,,,,Heterosexual or straight,,,,,,
12837935046,English,45 to 54 years,East Asia and the Pacific Islands,English,Very well,No,Employed full time,Rarely,No,,,,,,,,,Woman,,,,,No,No,,,,,,,,,Prefer not to answer,
12839483176,English,25 to 34 years,East Asia and the Pacific Islands,All other answers,Very well,Yes,Employed full time,Frequently,"Yes, I identify as a person with a dis/ability",,,,,,,,,,Man,,,,No,No,Asexual,,,,,,,,,
12842273931,English,45 to 54 years,East Asia and the Pacific Islands,English,Moderately well,No,Self-Employed full or part time,Never,No,,,,,,,,,,Man,,,,No,No,,,,Heterosexual or straight,,,,,,
12829509760,English,25 to 34 years,Eastern and Southern Africa,English,Very well,No,Employed part time,Rarely,No,,,,,,,,,,Man,,,,No,No,,,,Heterosexual or straight,,,,,,
12829516580,English,18 to 24 years,Eastern and Southern Africa,English,Very well,No,Full-time university student,,No,,,,,,,,,,Man,,,,No,No,Asexual,,,,,,,,,
12829545518,English,35 to 44 years,Eastern and Southern Africa,English,Very well,No,Employed full time,Frequently,"Yes, I identify as a person with a dis/ability",,,,,,,,,,Man,,,,Prefer not to answer,No,,,,,,,,,Prefer not to answer,
12829622365,English,35 to 44 years,Eastern and Southern Africa,English,Very well,No,Employed full time,Occasionally,"Yes, I identify as a person with a dis/ability",,,,,,,,,,Man,,,,No,No,,,,Heterosexual or straight,,,,,,
12829630921,English,25 to 34 years,Eastern and Southern Africa,English,Very well,No,Self-Employed full or part time,Never,"Yes, I identify as a person with a dis/ability",,,,,,,,,,Man,,,,Yes,No,,,,,,,,,Prefer not to answer,None of the above
12829674022,English,25 to 34 years,Eastern and Southern Africa,English,Moderately well,No,Employed full time,Rarely,"Yes, I identify as a person with a dis/ability",,,,,,,,,,Man,,,,No,No,,,,Heterosexual or straight,,,,,,
12829696127,English,35 to 44 years,Eastern and Southern Africa,English,Very well,No,Employed full time,Occasionally,No,,,,,,,,,,Man,,,,No,No,,,,Heterosexual or straight,,,,,,
12829739906,English,25 to 34 years,Eastern and Southern Africa,English,Very well,No,Employed full time,Rarely,No,,,,,,,,,,Man,,,,Prefer not to answer,No,,,,Heterosexual or straight,,,,,,
12829773473,English,35 to 44 years,Eastern and Southern Africa,English,Very well,Yes,Self-Employed full or part time,Frequently,No,,,,,,,,,,Man,,,,Prefer not to answer,No,,,,Heterosexual or straight,,,,,,
12829799855,English,25 to 34 years,Eastern and Southern Africa,English,Very well,Yes,Employed full time,Frequently,No,,,,,,,,,,Man,,,,No,No,,,,Heterosexual or straight,,,,,,
